INFO flwr 2023-04-10 01:59:40,104 | grpc.py:50 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2023-04-10 01:59:40,105 | connection.py:38 | ChannelConnectivity.IDLE
DEBUG flwr 2023-04-10 01:59:40,105 | connection.py:38 | ChannelConnectivity.CONNECTING
DEBUG flwr 2023-04-10 01:59:40,110 | connection.py:38 | ChannelConnectivity.READY
mps
Model (simple CNN adapted from 'PyTorch: A 60 Minute Blitz')
Load CIFAR-10 (training and test set).
Files already downloaded and verified
Files already downloaded and verified
Train the model on the training set.
------------------------------------
nowtrain 1.865987
------------------------------------

 43%|████▎     | 4310/10000 [00:10<00:12, 438.95it/s]
 44%|████▎     | 4354/10000 [00:10<00:13, 433.13it/s]
 44%|████▍     | 4398/10000 [00:10<00:13, 428.08it/s]
 44%|████▍     | 4441/10000 [00:11<00:13, 424.66it/s]
 45%|████▍     | 4484/10000 [00:11<00:13, 417.35it/s]
 45%|████▌     | 4526/10000 [00:11<00:13, 394.37it/s]
 46%|████▌     | 4566/10000 [00:11<00:14, 371.44it/s]
 46%|████▌     | 4604/10000 [00:11<00:15, 351.39it/s]
 46%|████▋     | 4648/10000 [00:11<00:14, 374.22it/s]
 47%|████▋     | 4690/10000 [00:11<00:13, 383.51it/s]
 47%|████▋     | 4731/10000 [00:11<00:13, 389.40it/s]
 48%|████▊     | 4771/10000 [00:11<00:13, 390.07it/s]
 48%|████▊     | 4811/10000 [00:12<00:13, 392.63it/s]
 49%|████▊     | 4851/10000 [00:12<00:13, 392.36it/s]
 49%|████▉     | 4892/10000 [00:12<00:12, 395.67it/s]
 49%|████▉     | 4932/10000 [00:12<00:12, 391.33it/s]
 50%|████▉     | 4975/10000 [00:12<00:12, 400.32it/s]
 50%|█████     | 5016/10000 [00:12<00:12, 395.24it/s]
 51%|█████     | 5058/10000 [00:12<00:12, 401.09it/s]
 51%|█████     | 5100/10000 [00:12<00:12, 404.54it/s]
 51%|█████▏    | 5141/10000 [00:12<00:12, 401.19it/s]
 52%|█████▏    | 5182/10000 [00:13<00:14, 326.43it/s]
 52%|█████▏    | 5218/10000 [00:13<00:14, 333.52it/s]
 53%|█████▎    | 5254/10000 [00:13<00:14, 338.80it/s]
 53%|█████▎    | 5290/10000 [00:13<00:14, 331.48it/s]
 53%|█████▎    | 5326/10000 [00:13<00:13, 338.07it/s]
 54%|█████▎    | 5365/10000 [00:13<00:13, 352.57it/s]
 54%|█████▍    | 5404/10000 [00:13<00:12, 362.35it/s]
 54%|█████▍    | 5443/10000 [00:13<00:12, 368.49it/s]
 55%|█████▍    | 5483/10000 [00:13<00:12, 375.46it/s]
 55%|█████▌    | 5521/10000 [00:13<00:12, 371.72it/s]
 56%|█████▌    | 5559/10000 [00:14<00:11, 371.19it/s]
 56%|█████▌    | 5597/10000 [00:14<00:12, 355.63it/s]
 56%|█████▋    | 5633/10000 [00:14<00:12, 352.86it/s]
 57%|█████▋    | 5670/10000 [00:14<00:12, 356.30it/s]
 57%|█████▋    | 5706/10000 [00:14<00:12, 348.10it/s]
 57%|█████▋    | 5742/10000 [00:14<00:12, 349.07it/s]
 58%|█████▊    | 5777/10000 [00:14<00:12, 347.92it/s]
 58%|█████▊    | 5812/10000 [00:14<00:12, 348.40it/s]
 58%|█████▊    | 5850/10000 [00:14<00:11, 355.92it/s]
 59%|█████▉    | 5891/10000 [00:15<00:11, 370.29it/s]
 59%|█████▉    | 5929/10000 [00:15<00:11, 346.64it/s]
 60%|█████▉    | 5968/10000 [00:15<00:11, 356.51it/s]
 60%|██████    | 6006/10000 [00:15<00:11, 362.18it/s]
 60%|██████    | 6045/10000 [00:15<00:10, 368.63it/s]
 61%|██████    | 6083/10000 [00:15<00:10, 362.93it/s]
 61%|██████    | 6120/10000 [00:15<00:10, 355.50it/s]
 62%|██████▏   | 6159/10000 [00:15<00:10, 363.95it/s]
 62%|██████▏   | 6196/10000 [00:15<00:10, 361.83it/s]
 62%|██████▏   | 6233/10000 [00:15<00:10, 362.28it/s]
 63%|██████▎   | 6270/10000 [00:16<00:10, 357.28it/s]
 63%|██████▎   | 6306/10000 [00:16<00:10, 356.84it/s]
 63%|██████▎   | 6342/10000 [00:16<00:10, 357.14it/s]
 64%|██████▍   | 6378/10000 [00:16<00:10, 354.40it/s]
 64%|██████▍   | 6414/10000 [00:16<00:10, 347.62it/s]
 65%|██████▍   | 6454/10000 [00:16<00:09, 362.60it/s]
 65%|██████▍   | 6491/10000 [00:16<00:09, 358.24it/s]
 65%|██████▌   | 6527/10000 [00:16<00:10, 343.89it/s]
 66%|██████▌   | 6562/10000 [00:16<00:10, 338.09it/s]
 66%|██████▌   | 6598/10000 [00:17<00:09, 343.62it/s]
 66%|██████▋   | 6637/10000 [00:17<00:09, 355.05it/s]
 67%|██████▋   | 6673/10000 [00:17<00:09, 354.32it/s]
 67%|██████▋   | 6711/10000 [00:17<00:09, 359.77it/s]
 68%|██████▊   | 6753/10000 [00:17<00:08, 371.53it/s]
 68%|██████▊   | 6795/10000 [00:17<00:08, 383.14it/s]
 68%|██████▊   | 6834/10000 [00:17<00:08, 382.94it/s]
 69%|██████▊   | 6873/10000 [00:17<00:08, 383.92it/s]
 69%|██████▉   | 6912/10000 [00:17<00:08, 370.25it/s]
 70%|██████▉   | 6950/10000 [00:17<00:08, 365.29it/s]
 70%|██████▉   | 6992/10000 [00:18<00:07, 378.36it/s]
 70%|███████   | 7032/10000 [00:18<00:07, 384.17it/s]
 71%|███████   | 7071/10000 [00:18<00:08, 357.99it/s]
 71%|███████   | 7108/10000 [00:18<00:08, 353.51it/s]
 71%|███████▏  | 7144/10000 [00:18<00:08, 338.30it/s]
 72%|███████▏  | 7179/10000 [00:18<00:08, 327.79it/s]
 72%|███████▏  | 7212/10000 [00:18<00:08, 322.38it/s]
 72%|███████▏  | 7248/10000 [00:18<00:08, 330.98it/s]
 73%|███████▎  | 7286/10000 [00:18<00:07, 344.68it/s]
 73%|███████▎  | 7321/10000 [00:19<00:07, 345.30it/s]
 74%|███████▎  | 7357/10000 [00:19<00:07, 349.41it/s]
 74%|███████▍  | 7393/10000 [00:19<00:07, 341.06it/s]
 74%|███████▍  | 7431/10000 [00:19<00:07, 351.00it/s]
 75%|███████▍  | 7469/10000 [00:19<00:07, 357.42it/s]
 75%|███████▌  | 7505/10000 [00:19<00:06, 356.57it/s]
 75%|███████▌  | 7543/10000 [00:19<00:06, 363.27it/s]
 76%|███████▌  | 7580/10000 [00:19<00:06, 365.24it/s]
 76%|███████▌  | 7620/10000 [00:19<00:06, 373.59it/s]
 77%|███████▋  | 7658/10000 [00:19<00:06, 373.17it/s]
 77%|███████▋  | 7696/10000 [00:20<00:06, 364.96it/s]
 77%|███████▋  | 7736/10000 [00:20<00:06, 373.15it/s]
 78%|███████▊  | 7774/10000 [00:20<00:06, 352.44it/s]
 78%|███████▊  | 7816/10000 [00:20<00:05, 370.32it/s]
 79%|███████▊  | 7855/10000 [00:20<00:05, 371.58it/s]
 79%|███████▉  | 7893/10000 [00:20<00:07, 293.78it/s]
 79%|███████▉  | 7926/10000 [00:20<00:06, 296.53it/s]
 80%|███████▉  | 7962/10000 [00:20<00:06, 312.12it/s]
 80%|████████  | 8000/10000 [00:20<00:06, 328.56it/s]
 80%|████████  | 8035/10000 [00:21<00:06, 310.11it/s]
 81%|████████  | 8075/10000 [00:21<00:05, 333.68it/s]
 81%|████████  | 8110/10000 [00:21<00:05, 335.55it/s]
 82%|████████▏ | 8151/10000 [00:21<00:05, 353.79it/s]
 82%|████████▏ | 8187/10000 [00:21<00:05, 352.07it/s]
 82%|████████▏ | 8223/10000 [00:21<00:05, 353.59it/s]
 83%|████████▎ | 8260/10000 [00:21<00:04, 358.10it/s]
 83%|████████▎ | 8297/10000 [00:21<00:04, 359.58it/s]
 83%|████████▎ | 8335/10000 [00:21<00:04, 364.77it/s]
 84%|████████▎ | 8372/10000 [00:22<00:04, 354.08it/s]
 84%|████████▍ | 8408/10000 [00:22<00:04, 355.22it/s]
 84%|████████▍ | 8444/10000 [00:22<00:04, 355.09it/s]
 85%|████████▍ | 8480/10000 [00:22<00:04, 346.02it/s]
 85%|████████▌ | 8521/10000 [00:22<00:04, 362.92it/s]
 86%|████████▌ | 8558/10000 [00:22<00:04, 358.91it/s]
 86%|████████▌ | 8598/10000 [00:22<00:03, 370.12it/s]
 86%|████████▋ | 8637/10000 [00:22<00:03, 375.54it/s]
 87%|████████▋ | 8675/10000 [00:22<00:03, 367.77it/s]
 87%|████████▋ | 8713/10000 [00:22<00:03, 369.66it/s]
 88%|████████▊ | 8751/10000 [00:23<00:03, 359.33it/s]
 88%|████████▊ | 8794/10000 [00:23<00:03, 378.03it/s]
 88%|████████▊ | 8837/10000 [00:23<00:02, 391.91it/s]
 89%|████████▉ | 8877/10000 [00:23<00:02, 386.10it/s]
 89%|████████▉ | 8924/10000 [00:23<00:02, 409.70it/s]
 90%|████████▉ | 8966/10000 [00:23<00:02, 389.23it/s]
 90%|█████████ | 9007/10000 [00:23<00:02, 394.06it/s]
 90%|█████████ | 9047/10000 [00:23<00:02, 381.40it/s]
 91%|█████████ | 9086/10000 [00:23<00:02, 382.27it/s]
 91%|█████████▏| 9125/10000 [00:24<00:02, 381.71it/s]
 92%|█████████▏| 9164/10000 [00:24<00:02, 357.62it/s]
 92%|█████████▏| 9202/10000 [00:24<00:02, 361.67it/s]
 92%|█████████▏| 9239/10000 [00:24<00:02, 347.64it/s]
 93%|█████████▎| 9276/10000 [00:24<00:02, 352.90it/s]
 93%|█████████▎| 9316/10000 [00:24<00:01, 365.45it/s]
 94%|█████████▎| 9353/10000 [00:24<00:01, 341.31it/s]
 94%|█████████▍| 9394/10000 [00:24<00:01, 359.09it/s]
 94%|█████████▍| 9431/10000 [00:24<00:01, 338.14it/s]
 95%|█████████▍| 9470/10000 [00:25<00:01, 350.75it/s]
 95%|█████████▌| 9506/10000 [00:25<00:01, 338.75it/s]
 95%|█████████▌| 9545/10000 [00:25<00:01, 351.67it/s]
 96%|█████████▌| 9581/10000 [00:25<00:01, 326.72it/s]
 96%|█████████▌| 9623/10000 [00:25<00:01, 350.50it/s]
 97%|█████████▋| 9664/10000 [00:25<00:00, 367.04it/s]
 97%|█████████▋| 9702/10000 [00:25<00:00, 361.74it/s]
 97%|█████████▋| 9744/10000 [00:25<00:00, 375.99it/s]
 98%|█████████▊| 9782/10000 [00:25<00:00, 344.54it/s]
 98%|█████████▊| 9818/10000 [00:26<00:00, 346.95it/s]
 99%|█████████▊| 9854/10000 [00:26<00:00, 330.97it/s]
 99%|█████████▉| 9891/10000 [00:26<00:00, 339.56it/s]
 99%|█████████▉| 9928/10000 [00:26<00:00, 346.33it/s]
100%|█████████▉| 9966/10000 [00:26<00:00, 353.94it/s]
100%|█████████▉| 9999/10000 [00:26<00:00, 376.67it/s]
Loss  2.3019345915317535  accuracy  0.10071007100710071  total  9999
now 34.080668833
Train the model on the training set.
------------------------------------
nowtrain 34.0868595
------------------------------------

  0%|          | 0/391 [00:00<?, ?it/s]
  2%|▏         | 6/391 [00:00<00:06, 58.76it/s]
  3%|▎         | 13/391 [00:00<00:06, 61.50it/s]
  5%|▌         | 20/391 [00:00<00:06, 60.86it/s]
  7%|▋         | 27/391 [00:00<00:06, 59.26it/s]
  8%|▊         | 33/391 [00:00<00:06, 55.42it/s]
 10%|█         | 40/391 [00:00<00:06, 58.09it/s]
 12%|█▏        | 47/391 [00:00<00:05, 60.91it/s]
 14%|█▍        | 54/391 [00:00<00:05, 62.06it/s]
 16%|█▌        | 61/391 [00:01<00:05, 63.51it/s]
 18%|█▊        | 69/391 [00:01<00:04, 66.22it/s]
 20%|█▉        | 77/391 [00:01<00:04, 68.28it/s]
 22%|██▏       | 85/391 [00:01<00:04, 68.94it/s]
 24%|██▎       | 92/391 [00:01<00:04, 68.34it/s]
 25%|██▌       | 99/391 [00:01<00:04, 66.11it/s]
 27%|██▋       | 106/391 [00:01<00:04, 65.23it/s]
 29%|██▉       | 114/391 [00:01<00:04, 66.63it/s]
 31%|███       | 121/391 [00:01<00:04, 66.62it/s]
 33%|███▎      | 128/391 [00:01<00:03, 66.27it/s]
 35%|███▍      | 135/391 [00:02<00:03, 64.72it/s]
 36%|███▋      | 142/391 [00:02<00:03, 65.58it/s]
 38%|███▊      | 150/391 [00:02<00:03, 67.93it/s]
 40%|████      | 158/391 [00:02<00:03, 68.99it/s]
 42%|████▏     | 166/391 [00:02<00:03, 68.86it/s]
 44%|████▍     | 173/391 [00:02<00:03, 66.83it/s]
 46%|████▌     | 180/391 [00:02<00:03, 66.09it/s]
 48%|████▊     | 188/391 [00:02<00:02, 67.76it/s]
 50%|█████     | 196/391 [00:02<00:02, 69.23it/s]
 52%|█████▏    | 203/391 [00:03<00:02, 69.44it/s]
 54%|█████▍    | 211/391 [00:03<00:02, 69.99it/s]
 56%|█████▌    | 219/391 [00:03<00:02, 70.85it/s]
 58%|█████▊    | 227/391 [00:03<00:02, 71.42it/s]
 60%|██████    | 235/391 [00:03<00:02, 71.52it/s]
 62%|██████▏   | 243/391 [00:03<00:02, 67.28it/s]
 64%|██████▍   | 251/391 [00:03<00:02, 68.20it/s]
 66%|██████▌   | 259/391 [00:03<00:01, 68.98it/s]
 68%|██████▊   | 267/391 [00:04<00:01, 69.69it/s]
 70%|███████   | 275/391 [00:04<00:01, 70.36it/s]
 72%|███████▏  | 283/391 [00:04<00:01, 70.20it/s]
 74%|███████▍  | 291/391 [00:04<00:01, 70.68it/s]
 76%|███████▋  | 299/391 [00:04<00:01, 71.27it/s]
 79%|███████▊  | 307/391 [00:04<00:01, 71.20it/s]
 81%|████████  | 315/391 [00:04<00:01, 71.12it/s]
 83%|████████▎ | 323/391 [00:04<00:00, 71.25it/s]
 85%|████████▍ | 331/391 [00:04<00:00, 71.87it/s]
 87%|████████▋ | 339/391 [00:05<00:00, 71.95it/s]
 89%|████████▊ | 347/391 [00:05<00:00, 71.59it/s]
 91%|█████████ | 355/391 [00:05<00:00, 70.50it/s]
 93%|█████████▎| 363/391 [00:05<00:00, 68.30it/s]
 95%|█████████▍| 370/391 [00:05<00:00, 68.15it/s]
 96%|█████████▋| 377/391 [00:05<00:00, 68.15it/s]
 98%|█████████▊| 385/391 [00:05<00:00, 68.86it/s]
100%|██████████| 391/391 [00:05<00:00, 67.58it/s]
Validate the model on the test set.
now 39.882437333
nowtest 39.882440291

  0%|          | 0/10000 [00:00<?, ?it/s]
  0%|          | 37/10000 [00:00<00:27, 368.85it/s]
  1%|          | 77/10000 [00:00<00:25, 384.77it/s]
  1%|          | 116/10000 [00:00<00:26, 377.59it/s]
  2%|▏         | 154/10000 [00:00<00:26, 374.57it/s]
  2%|▏         | 192/10000 [00:00<00:29, 333.47it/s]
  2%|▏         | 230/10000 [00:00<00:28, 346.21it/s]
  3%|▎         | 266/10000 [00:00<00:27, 350.38it/s]
  3%|▎         | 302/10000 [00:00<00:27, 350.63it/s]
  3%|▎         | 338/10000 [00:00<00:27, 349.09it/s]
  4%|▎         | 374/10000 [00:01<00:27, 346.54it/s]
  4%|▍         | 409/10000 [00:01<00:27, 347.16it/s]
  4%|▍         | 444/10000 [00:01<00:27, 345.77it/s]
  5%|▍         | 479/10000 [00:01<00:28, 336.39it/s]
  5%|▌         | 518/10000 [00:01<00:27, 349.85it/s]
  6%|▌         | 559/10000 [00:01<00:25, 366.73it/s]
  6%|▌         | 599/10000 [00:01<00:25, 374.93it/s]
  6%|▋         | 637/10000 [00:01<00:25, 372.50it/s]
  7%|▋         | 676/10000 [00:01<00:24, 376.23it/s]
  7%|▋         | 714/10000 [00:01<00:25, 366.92it/s]
  8%|▊         | 751/10000 [00:02<00:25, 366.91it/s]
  8%|▊         | 790/10000 [00:02<00:24, 371.13it/s]
  8%|▊         | 828/10000 [00:02<00:24, 367.53it/s]
  9%|▊         | 867/10000 [00:02<00:24, 371.74it/s]
  9%|▉         | 906/10000 [00:02<00:24, 375.85it/s]
  9%|▉         | 945/10000 [00:02<00:23, 378.41it/s]
 10%|▉         | 983/10000 [00:02<00:23, 378.06it/s]
 10%|█         | 1021/10000 [00:02<00:23, 376.08it/s]
 11%|█         | 1066/10000 [00:02<00:22, 397.10it/s]
 11%|█         | 1107/10000 [00:03<00:22, 397.22it/s]
 11%|█▏        | 1147/10000 [00:03<00:22, 390.16it/s]
 12%|█▏        | 1187/10000 [00:03<00:22, 388.58it/s]
 12%|█▏        | 1226/10000 [00:03<00:23, 376.51it/s]
 13%|█▎        | 1264/10000 [00:03<00:23, 377.33it/s]
 13%|█▎        | 1302/10000 [00:03<00:23, 377.01it/s]
 13%|█▎        | 1346/10000 [00:03<00:22, 393.01it/s]
 14%|█▍        | 1386/10000 [00:03<00:22, 380.95it/s]
 14%|█▍        | 1425/10000 [00:03<00:22, 381.93it/s]
 15%|█▍        | 1465/10000 [00:03<00:22, 386.43it/s]
 15%|█▌        | 1507/10000 [00:04<00:21, 393.39it/s]
 15%|█▌        | 1548/10000 [00:04<00:21, 396.76it/s]
 16%|█▌        | 1588/10000 [00:04<00:22, 381.36it/s]
 16%|█▋        | 1627/10000 [00:04<00:21, 380.92it/s]
 17%|█▋        | 1666/10000 [00:04<00:22, 373.08it/s]
