INFO flwr 2023-04-08 21:51:22,172 | grpc.py:50 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2023-04-08 21:51:22,173 | connection.py:38 | ChannelConnectivity.IDLE
DEBUG flwr 2023-04-08 21:51:22,175 | connection.py:38 | ChannelConnectivity.CONNECTING
DEBUG flwr 2023-04-08 21:51:22,178 | connection.py:38 | ChannelConnectivity.READY
mps
Model (simple CNN adapted from 'PyTorch: A 60 Minute Blitz')
Load CIFAR-10 (training and test set).
Files already downloaded and verified
Files already downloaded and verified
Train the model on the training set.
------------------------------------
nowtrain 1.8779195
------------------------------------

 55%|█████▍    | 5454/10000 [00:11<00:09, 498.93it/s]
 55%|█████▌    | 5504/10000 [00:11<00:09, 498.01it/s]
 56%|█████▌    | 5554/10000 [00:11<00:08, 495.03it/s]
 56%|█████▌    | 5604/10000 [00:11<00:08, 496.19it/s]
 57%|█████▋    | 5655/10000 [00:11<00:08, 498.10it/s]
 57%|█████▋    | 5706/10000 [00:11<00:08, 499.28it/s]
 58%|█████▊    | 5757/10000 [00:11<00:08, 500.12it/s]
 58%|█████▊    | 5808/10000 [00:11<00:08, 502.63it/s]
 59%|█████▊    | 5859/10000 [00:11<00:08, 504.81it/s]
 59%|█████▉    | 5910/10000 [00:12<00:08, 491.66it/s]
 60%|█████▉    | 5960/10000 [00:12<00:08, 471.81it/s]
 60%|██████    | 6010/10000 [00:12<00:08, 478.20it/s]
 61%|██████    | 6060/10000 [00:12<00:08, 483.37it/s]
 61%|██████    | 6109/10000 [00:12<00:08, 475.78it/s]
 62%|██████▏   | 6159/10000 [00:12<00:07, 481.26it/s]
 62%|██████▏   | 6210/10000 [00:12<00:07, 486.96it/s]
 63%|██████▎   | 6260/10000 [00:12<00:07, 489.57it/s]
 63%|██████▎   | 6310/10000 [00:12<00:07, 483.73it/s]
 64%|██████▎   | 6361/10000 [00:12<00:07, 489.90it/s]
 64%|██████▍   | 6412/10000 [00:13<00:07, 493.61it/s]
 65%|██████▍   | 6462/10000 [00:13<00:07, 492.81it/s]
 65%|██████▌   | 6512/10000 [00:13<00:07, 486.33it/s]
 66%|██████▌   | 6562/10000 [00:13<00:07, 490.24it/s]
 66%|██████▌   | 6613/10000 [00:13<00:06, 493.25it/s]
 67%|██████▋   | 6664/10000 [00:13<00:06, 495.76it/s]
 67%|██████▋   | 6714/10000 [00:13<00:06, 484.72it/s]
 68%|██████▊   | 6764/10000 [00:13<00:06, 486.94it/s]
 68%|██████▊   | 6815/10000 [00:13<00:06, 491.94it/s]
 69%|██████▊   | 6865/10000 [00:14<00:06, 489.50it/s]
 69%|██████▉   | 6914/10000 [00:14<00:06, 482.20it/s]
 70%|██████▉   | 6963/10000 [00:14<00:06, 480.79it/s]
 70%|██████▉   | 6999/10000 [00:14<00:06, 489.66it/s]
Loss  1.6094672317504883  accuracy  0.09887126732390342  total  6999
now 21.463965166
Train the model on the training set.
------------------------------------
nowtrain 21.469596416
------------------------------------

  0%|          | 0/391 [00:00<?, ?it/s]
  2%|▏         | 8/391 [00:00<00:05, 72.44it/s]
  4%|▍         | 16/391 [00:00<00:04, 75.30it/s]
  6%|▌         | 24/391 [00:00<00:04, 75.89it/s]
  8%|▊         | 32/391 [00:00<00:04, 76.21it/s]
 10%|█         | 40/391 [00:00<00:04, 77.15it/s]
 12%|█▏        | 48/391 [00:00<00:04, 77.55it/s]
 14%|█▍        | 56/391 [00:00<00:04, 77.94it/s]
 16%|█▋        | 64/391 [00:00<00:04, 78.19it/s]
 18%|█▊        | 72/391 [00:00<00:04, 78.55it/s]
 20%|██        | 80/391 [00:01<00:03, 78.57it/s]
 23%|██▎       | 88/391 [00:01<00:03, 78.09it/s]
 25%|██▍       | 96/391 [00:01<00:03, 78.14it/s]
 27%|██▋       | 104/391 [00:01<00:03, 78.17it/s]
 29%|██▊       | 112/391 [00:01<00:03, 77.94it/s]
 31%|███       | 120/391 [00:01<00:03, 77.60it/s]
 33%|███▎      | 128/391 [00:01<00:03, 77.50it/s]
 35%|███▍      | 136/391 [00:01<00:03, 77.22it/s]
 37%|███▋      | 144/391 [00:01<00:03, 77.01it/s]
 39%|███▉      | 152/391 [00:01<00:03, 76.65it/s]
 41%|████      | 160/391 [00:02<00:03, 76.49it/s]
 43%|████▎     | 168/391 [00:02<00:02, 76.65it/s]
 45%|████▌     | 176/391 [00:02<00:02, 76.83it/s]
 47%|████▋     | 184/391 [00:02<00:02, 77.00it/s]
 49%|████▉     | 192/391 [00:02<00:02, 77.38it/s]
 51%|█████     | 200/391 [00:02<00:02, 77.42it/s]
 53%|█████▎    | 208/391 [00:02<00:02, 77.21it/s]
 55%|█████▌    | 216/391 [00:02<00:02, 77.58it/s]
 57%|█████▋    | 224/391 [00:02<00:02, 77.68it/s]
 59%|█████▉    | 232/391 [00:02<00:02, 77.54it/s]
 61%|██████▏   | 240/391 [00:03<00:01, 77.19it/s]
 63%|██████▎   | 248/391 [00:03<00:01, 77.15it/s]
 65%|██████▌   | 256/391 [00:03<00:01, 77.25it/s]
 68%|██████▊   | 264/391 [00:03<00:01, 77.49it/s]
 70%|██████▉   | 272/391 [00:03<00:01, 78.03it/s]
 72%|███████▏  | 280/391 [00:03<00:01, 78.24it/s]
 74%|███████▎  | 288/391 [00:03<00:01, 78.49it/s]
 76%|███████▌  | 296/391 [00:03<00:01, 78.76it/s]
 78%|███████▊  | 304/391 [00:03<00:01, 78.90it/s]
 80%|███████▉  | 312/391 [00:04<00:01, 78.80it/s]
 82%|████████▏ | 320/391 [00:04<00:00, 78.50it/s]
 84%|████████▍ | 328/391 [00:04<00:00, 78.38it/s]
 86%|████████▌ | 336/391 [00:04<00:00, 78.21it/s]
 88%|████████▊ | 344/391 [00:04<00:00, 77.84it/s]
 90%|█████████ | 352/391 [00:04<00:00, 78.06it/s]
 92%|█████████▏| 360/391 [00:04<00:00, 77.87it/s]
 94%|█████████▍| 368/391 [00:04<00:00, 77.76it/s]
 96%|█████████▌| 376/391 [00:04<00:00, 77.83it/s]
 98%|█████████▊| 384/391 [00:04<00:00, 77.55it/s]
100%|██████████| 391/391 [00:05<00:00, 77.58it/s]
Validate the model on the test set.
now 26.519550125
nowtest 26.5195535

  0%|          | 0/10000 [00:00<?, ?it/s]
  0%|          | 46/10000 [00:00<00:21, 455.92it/s]
  1%|          | 94/10000 [00:00<00:21, 467.99it/s]
  1%|▏         | 144/10000 [00:00<00:20, 480.04it/s]
  2%|▏         | 193/10000 [00:00<00:20, 475.43it/s]
  2%|▏         | 244/10000 [00:00<00:20, 484.40it/s]
  3%|▎         | 294/10000 [00:00<00:19, 488.87it/s]
  3%|▎         | 345/10000 [00:00<00:19, 493.21it/s]
  4%|▍         | 395/10000 [00:00<00:19, 491.94it/s]
  4%|▍         | 445/10000 [00:00<00:19, 492.99it/s]
  5%|▍         | 495/10000 [00:01<00:19, 493.75it/s]
  5%|▌         | 545/10000 [00:01<00:19, 488.77it/s]
  6%|▌         | 595/10000 [00:01<00:19, 490.55it/s]
  6%|▋         | 645/10000 [00:01<00:19, 482.02it/s]
  7%|▋         | 695/10000 [00:01<00:19, 486.25it/s]
  7%|▋         | 746/10000 [00:01<00:18, 491.87it/s]
  8%|▊         | 797/10000 [00:01<00:18, 496.97it/s]
  8%|▊         | 847/10000 [00:01<00:18, 496.97it/s]
  9%|▉         | 897/10000 [00:01<00:18, 492.48it/s]
  9%|▉         | 948/10000 [00:01<00:18, 495.17it/s]
 10%|▉         | 998/10000 [00:02<00:18, 485.87it/s]
 10%|█         | 1047/10000 [00:02<00:18, 485.83it/s]
 11%|█         | 1096/10000 [00:02<00:18, 484.46it/s]
 11%|█▏        | 1145/10000 [00:02<00:18, 485.30it/s]
 12%|█▏        | 1195/10000 [00:02<00:18, 487.81it/s]
 12%|█▏        | 1245/10000 [00:02<00:17, 491.31it/s]
 13%|█▎        | 1295/10000 [00:02<00:18, 476.51it/s]
 13%|█▎        | 1344/10000 [00:02<00:18, 478.37it/s]
 14%|█▍        | 1394/10000 [00:02<00:17, 484.27it/s]
 14%|█▍        | 1444/10000 [00:02<00:17, 486.21it/s]
 15%|█▍        | 1494/10000 [00:03<00:17, 488.91it/s]
 15%|█▌        | 1544/10000 [00:03<00:17, 491.32it/s]
 16%|█▌        | 1594/10000 [00:03<00:17, 479.18it/s]
 16%|█▋        | 1643/10000 [00:03<00:17, 481.26it/s]
 17%|█▋        | 1694/10000 [00:03<00:17, 487.97it/s]
 17%|█▋        | 1744/10000 [00:03<00:16, 491.16it/s]
 18%|█▊        | 1795/10000 [00:03<00:16, 495.54it/s]
 18%|█▊        | 1845/10000 [00:03<00:16, 495.68it/s]
 19%|█▉        | 1895/10000 [00:03<00:16, 494.37it/s]
 19%|█▉        | 1945/10000 [00:03<00:16, 495.85it/s]
 20%|█▉        | 1995/10000 [00:04<00:16, 496.03it/s]
 20%|██        | 2045/10000 [00:04<00:16, 496.72it/s]
 21%|██        | 2095/10000 [00:04<00:16, 494.01it/s]
 21%|██▏       | 2145/10000 [00:04<00:15, 493.07it/s]
 22%|██▏       | 2196/10000 [00:04<00:15, 496.50it/s]
 22%|██▏       | 2247/10000 [00:04<00:15, 497.79it/s]
 23%|██▎       | 2297/10000 [00:04<00:15, 497.59it/s]
 23%|██▎       | 2347/10000 [00:04<00:15, 494.63it/s]
 24%|██▍       | 2397/10000 [00:04<00:15, 490.75it/s]
 24%|██▍       | 2447/10000 [00:05<00:15, 487.16it/s]
 25%|██▍       | 2498/10000 [00:05<00:15, 491.59it/s]
 25%|██▌       | 2548/10000 [00:05<00:15, 491.83it/s]
 26%|██▌       | 2598/10000 [00:05<00:15, 482.98it/s]
 26%|██▋       | 2647/10000 [00:05<00:15, 483.06it/s]
 27%|██▋       | 2698/10000 [00:05<00:14, 489.56it/s]
 27%|██▋       | 2748/10000 [00:05<00:14, 492.56it/s]
 28%|██▊       | 2798/10000 [00:05<00:14, 492.57it/s]
 28%|██▊       | 2849/10000 [00:05<00:14, 496.02it/s]
 29%|██▉       | 2900/10000 [00:05<00:14, 497.41it/s]
 30%|██▉       | 2951/10000 [00:06<00:14, 498.65it/s]
 30%|███       | 3002/10000 [00:06<00:13, 500.24it/s]
 31%|███       | 3053/10000 [00:06<00:13, 499.59it/s]
 31%|███       | 3103/10000 [00:06<00:13, 494.50it/s]
 32%|███▏      | 3153/10000 [00:06<00:14, 486.06it/s]
 32%|███▏      | 3204/10000 [00:06<00:13, 491.97it/s]
 33%|███▎      | 3255/10000 [00:06<00:13, 496.66it/s]
 33%|███▎      | 3306/10000 [00:06<00:13, 498.47it/s]
 34%|███▎      | 3357/10000 [00:06<00:13, 499.74it/s]
 34%|███▍      | 3407/10000 [00:06<00:13, 499.76it/s]
 35%|███▍      | 3458/10000 [00:07<00:13, 501.60it/s]
 35%|███▌      | 3509/10000 [00:07<00:12, 500.60it/s]
 36%|███▌      | 3560/10000 [00:07<00:12, 501.67it/s]
 36%|███▌      | 3611/10000 [00:07<00:12, 501.72it/s]
 37%|███▋      | 3662/10000 [00:07<00:12, 491.89it/s]
 37%|███▋      | 3712/10000 [00:07<00:12, 487.77it/s]
 38%|███▊      | 3761/10000 [00:07<00:12, 481.88it/s]
 38%|███▊      | 3810/10000 [00:07<00:12, 480.61it/s]
 39%|███▊      | 3859/10000 [00:07<00:12, 480.06it/s]
 39%|███▉      | 3909/10000 [00:07<00:12, 483.77it/s]
 40%|███▉      | 3960/10000 [00:08<00:12, 489.67it/s]
 40%|████      | 4010/10000 [00:08<00:12, 491.42it/s]
 41%|████      | 4060/10000 [00:08<00:12, 492.92it/s]
 41%|████      | 4111/10000 [00:08<00:11, 496.52it/s]
 42%|████▏     | 4161/10000 [00:08<00:11, 494.89it/s]
 42%|████▏     | 4212/10000 [00:08<00:11, 497.83it/s]
 43%|████▎     | 4262/10000 [00:08<00:11, 497.81it/s]
 43%|████▎     | 4312/10000 [00:08<00:11, 493.43it/s]
 44%|████▎     | 4363/10000 [00:08<00:11, 496.71it/s]
 44%|████▍     | 4413/10000 [00:08<00:11, 493.35it/s]
 45%|████▍     | 4464/10000 [00:09<00:11, 497.19it/s]
 45%|████▌     | 4514/10000 [00:09<00:11, 492.48it/s]
 46%|████▌     | 4564/10000 [00:09<00:11, 490.75it/s]
 46%|████▌     | 4615/10000 [00:09<00:10, 495.13it/s]
 47%|████▋     | 4665/10000 [00:09<00:10, 496.26it/s]
 47%|████▋     | 4716/10000 [00:09<00:10, 498.20it/s]
 48%|████▊     | 4767/10000 [00:09<00:10, 499.23it/s]
 48%|████▊     | 4818/10000 [00:09<00:10, 500.00it/s]
 49%|████▊     | 4869/10000 [00:09<00:10, 489.89it/s]
 49%|████▉     | 4919/10000 [00:10<00:10, 475.04it/s]
 50%|████▉     | 4967/10000 [00:10<00:10, 475.92it/s]
 50%|█████     | 5017/10000 [00:10<00:10, 482.80it/s]
 51%|█████     | 5066/10000 [00:10<00:10, 482.57it/s]
 51%|█████     | 5116/10000 [00:10<00:10, 487.03it/s]
 52%|█████▏    | 5167/10000 [00:10<00:09, 490.91it/s]
 52%|█████▏    | 5217/10000 [00:10<00:09, 491.82it/s]
 53%|█████▎    | 5268/10000 [00:10<00:09, 496.26it/s]
 53%|█████▎    | 5319/10000 [00:10<00:09, 497.49it/s]
 54%|█████▎    | 5369/10000 [00:10<00:09, 497.33it/s]
 54%|█████▍    | 5420/10000 [00:11<00:09, 500.35it/s]
 55%|█████▍    | 5471/10000 [00:11<00:09, 499.28it/s]
 55%|█████▌    | 5521/10000 [00:11<00:09, 485.78it/s]
 56%|█████▌    | 5570/10000 [00:11<00:09, 486.86it/s]
 56%|█████▌    | 5621/10000 [00:11<00:08, 491.26it/s]
 57%|█████▋    | 5672/10000 [00:11<00:08, 494.16it/s]
 57%|█████▋    | 5722/10000 [00:11<00:08, 484.91it/s]
 58%|█████▊    | 5771/10000 [00:11<00:08, 486.37it/s]
 58%|█████▊    | 5822/10000 [00:11<00:08, 491.11it/s]
 59%|█████▊    | 5872/10000 [00:11<00:08, 482.11it/s]
 59%|█████▉    | 5922/10000 [00:12<00:08, 485.00it/s]
 60%|█████▉    | 5972/10000 [00:12<00:08, 487.29it/s]
 60%|██████    | 6023/10000 [00:12<00:08, 492.53it/s]
 61%|██████    | 6073/10000 [00:12<00:07, 494.38it/s]
 61%|██████    | 6123/10000 [00:12<00:07, 495.93it/s]
 62%|██████▏   | 6175/10000 [00:12<00:07, 501.86it/s]
 62%|██████▏   | 6226/10000 [00:12<00:07, 497.44it/s]
 63%|██████▎   | 6276/10000 [00:12<00:07, 493.77it/s]
 63%|██████▎   | 6326/10000 [00:12<00:07, 495.09it/s]
 64%|██████▍   | 6377/10000 [00:12<00:07, 496.87it/s]
 64%|██████▍   | 6428/10000 [00:13<00:07, 500.35it/s]
 65%|██████▍   | 6479/10000 [00:13<00:07, 499.39it/s]
 65%|██████▌   | 6530/10000 [00:13<00:06, 502.34it/s]
 66%|██████▌   | 6581/10000 [00:13<00:06, 502.88it/s]
 66%|██████▋   | 6632/10000 [00:13<00:06, 497.85it/s]
 67%|██████▋   | 6682/10000 [00:13<00:06, 497.36it/s]
 67%|██████▋   | 6732/10000 [00:13<00:06, 495.99it/s]
 68%|██████▊   | 6782/10000 [00:13<00:06, 494.03it/s]
 68%|██████▊   | 6832/10000 [00:13<00:06, 495.74it/s]
 69%|██████▉   | 6882/10000 [00:13<00:06, 494.14it/s]
 69%|██████▉   | 6932/10000 [00:14<00:06, 494.84it/s]
 70%|██████▉   | 6982/10000 [00:14<00:06, 494.03it/s]
 70%|██████▉   | 6999/10000 [00:14<00:06, 491.83it/s]
Loss  1.6010004036664962  accuracy  0.1387341048721246  total  6999
now 40.7504265
Train the model on the training set.
------------------------------------
nowtrain 40.755605208
------------------------------------

  0%|          | 0/391 [00:00<?, ?it/s]
  2%|▏         | 8/391 [00:00<00:05, 72.78it/s]
  4%|▍         | 16/391 [00:00<00:04, 75.58it/s]
  6%|▌         | 24/391 [00:00<00:04, 76.32it/s]
  8%|▊         | 32/391 [00:00<00:04, 76.74it/s]
 10%|█         | 40/391 [00:00<00:04, 77.00it/s]
 12%|█▏        | 48/391 [00:00<00:04, 77.28it/s]
 14%|█▍        | 56/391 [00:00<00:04, 77.38it/s]
 16%|█▋        | 64/391 [00:00<00:04, 77.85it/s]
 18%|█▊        | 72/391 [00:00<00:04, 77.79it/s]
 20%|██        | 80/391 [00:01<00:03, 77.88it/s]
 23%|██▎       | 88/391 [00:01<00:03, 77.06it/s]
 25%|██▍       | 96/391 [00:01<00:03, 77.17it/s]
 27%|██▋       | 104/391 [00:01<00:03, 77.51it/s]
 29%|██▊       | 112/391 [00:01<00:03, 77.69it/s]
 31%|███       | 120/391 [00:01<00:03, 77.88it/s]
 33%|███▎      | 128/391 [00:01<00:03, 77.62it/s]
 35%|███▍      | 136/391 [00:01<00:03, 77.52it/s]
