INFO flower 2022-12-22 15:28:54,220 | grpc.py:50 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flower 2022-12-22 15:28:54,220 | connection.py:38 | ChannelConnectivity.IDLE
DEBUG flower 2022-12-22 15:28:54,221 | connection.py:38 | ChannelConnectivity.CONNECTING
DEBUG flower 2022-12-22 15:28:54,243 | connection.py:38 | ChannelConnectivity.READY
This node is stay
Model (simple CNN adapted from 'PyTorch: A 60 Minute Blitz')
Load CIFAR-10 (training and test set).
Files already downloaded and verified
Files already downloaded and verified
Train the model on the training set.
now 2.048699416
interval 0

 18%|█▊        | 70/391 [00:35<02:50,  1.88it/s]
 18%|█▊        | 71/391 [00:36<02:44,  1.95it/s]
 18%|█▊        | 72/391 [00:37<03:05,  1.72it/s]
 19%|█▊        | 73/391 [00:37<02:51,  1.85it/s]
 19%|█▉        | 74/391 [00:38<02:44,  1.93it/s]
 19%|█▉        | 75/391 [00:38<02:30,  2.10it/s]
 19%|█▉        | 76/391 [00:38<02:40,  1.96it/s]
 20%|█▉        | 77/391 [00:39<02:42,  1.93it/s]
 20%|█▉        | 78/391 [00:40<02:49,  1.85it/s]
 20%|██        | 79/391 [00:40<02:46,  1.87it/s]
 20%|██        | 80/391 [00:41<02:49,  1.84it/s]
 21%|██        | 81/391 [00:41<02:45,  1.87it/s]
 21%|██        | 82/391 [00:42<02:57,  1.74it/s]
 21%|██        | 83/391 [00:42<02:47,  1.84it/s]
 21%|██▏       | 84/391 [00:43<02:40,  1.91it/s]
 22%|██▏       | 85/391 [00:43<02:42,  1.88it/s]
 22%|██▏       | 86/391 [00:44<02:23,  2.12it/s]
 22%|██▏       | 87/391 [00:44<02:12,  2.29it/s]
 23%|██▎       | 88/391 [00:44<02:08,  2.36it/s]
 23%|██▎       | 89/391 [00:45<02:18,  2.18it/s]
 23%|██▎       | 90/391 [00:46<02:23,  2.10it/s]
 23%|██▎       | 91/391 [00:46<02:23,  2.09it/s]
 24%|██▎       | 92/391 [00:47<02:25,  2.05it/s]
 24%|██▍       | 93/391 [00:47<02:05,  2.37it/s]
 24%|██▍       | 94/391 [00:47<02:17,  2.16it/s]
 24%|██▍       | 95/391 [00:48<02:17,  2.15it/s]
 25%|██▍       | 96/391 [00:48<02:17,  2.14it/s]
 25%|██▍       | 97/391 [00:49<02:05,  2.35it/s]
 25%|██▌       | 98/391 [00:49<02:32,  1.92it/s]
 25%|██▌       | 99/391 [00:50<02:41,  1.81it/s]
 26%|██▌       | 100/391 [00:51<02:46,  1.75it/s]
 26%|██▌       | 101/391 [00:51<02:28,  1.96it/s]
 26%|██▌       | 102/391 [00:51<02:28,  1.94it/s]
 26%|██▋       | 103/391 [00:52<02:14,  2.15it/s]
 27%|██▋       | 104/391 [00:52<02:18,  2.07it/s]
 27%|██▋       | 105/391 [00:53<02:12,  2.16it/s]
 27%|██▋       | 106/391 [00:53<02:16,  2.09it/s]
 27%|██▋       | 107/391 [00:54<02:17,  2.06it/s]
 28%|██▊       | 108/391 [00:54<02:15,  2.09it/s]
 28%|██▊       | 109/391 [00:55<02:35,  1.81it/s]
 28%|██▊       | 110/391 [00:56<02:42,  1.73it/s]
 28%|██▊       | 111/391 [00:57<03:18,  1.41it/s]
 29%|██▊       | 112/391 [00:57<03:21,  1.38it/s]
 29%|██▉       | 113/391 [00:58<03:32,  1.31it/s]
 29%|██▉       | 114/391 [00:59<03:08,  1.47it/s]
 29%|██▉       | 115/391 [00:59<02:44,  1.68it/s]
 30%|██▉       | 116/391 [01:00<02:49,  1.62it/s]
 30%|██▉       | 117/391 [01:00<02:47,  1.64it/s]
 30%|███       | 118/391 [01:01<02:30,  1.81it/s]
 30%|███       | 119/391 [01:02<02:47,  1.63it/s]
 31%|███       | 120/391 [01:02<02:30,  1.80it/s]
 31%|███       | 121/391 [01:02<02:21,  1.91it/s]
 31%|███       | 122/391 [01:03<02:24,  1.86it/s]
 31%|███▏      | 123/391 [01:03<02:13,  2.01it/s]
 32%|███▏      | 124/391 [01:04<02:48,  1.59it/s]
 32%|███▏      | 125/391 [01:05<02:56,  1.51it/s]
 32%|███▏      | 126/391 [01:06<02:49,  1.56it/s]
 32%|███▏      | 127/391 [01:06<02:50,  1.55it/s]
 33%|███▎      | 128/391 [01:07<02:37,  1.67it/s]
 33%|███▎      | 129/391 [01:07<02:27,  1.77it/s]
 33%|███▎      | 130/391 [01:08<02:24,  1.80it/s]
 34%|███▎      | 131/391 [01:08<02:15,  1.91it/s]
 34%|███▍      | 132/391 [01:09<02:09,  1.99it/s]
 34%|███▍      | 133/391 [01:09<02:13,  1.94it/s]
 34%|███▍      | 134/391 [01:10<02:15,  1.90it/s]
 35%|███▍      | 135/391 [01:10<02:14,  1.90it/s]
 35%|███▍      | 136/391 [01:11<02:07,  2.00it/s]
 35%|███▌      | 137/391 [01:11<02:06,  2.01it/s]
 35%|███▌      | 138/391 [01:12<02:18,  1.82it/s]
 36%|███▌      | 139/391 [01:12<02:16,  1.85it/s]
 36%|███▌      | 140/391 [01:13<02:22,  1.76it/s]
 36%|███▌      | 141/391 [01:14<02:11,  1.91it/s]
 36%|███▋      | 142/391 [01:14<02:28,  1.67it/s]
 37%|███▋      | 143/391 [01:15<02:39,  1.55it/s]
 37%|███▋      | 144/391 [01:16<02:26,  1.69it/s]
 37%|███▋      | 145/391 [01:16<02:28,  1.65it/s]
 37%|███▋      | 146/391 [01:17<02:16,  1.79it/s]
 38%|███▊      | 147/391 [01:17<02:16,  1.79it/s]
 38%|███▊      | 148/391 [01:18<02:11,  1.85it/s]
 38%|███▊      | 149/391 [01:18<01:54,  2.11it/s]
 38%|███▊      | 150/391 [01:19<02:01,  1.98it/s]
 39%|███▊      | 151/391 [01:19<02:06,  1.89it/s]
 39%|███▉      | 152/391 [01:20<02:12,  1.81it/s]
 39%|███▉      | 153/391 [01:20<02:15,  1.76it/s]
 39%|███▉      | 154/391 [01:21<02:04,  1.90it/s]
 40%|███▉      | 155/391 [01:21<02:01,  1.94it/s]
 40%|███▉      | 156/391 [01:22<02:06,  1.85it/s]
 40%|████      | 157/391 [01:22<02:08,  1.83it/s]
 40%|████      | 158/391 [01:23<02:06,  1.85it/s]
 41%|████      | 159/391 [01:23<02:00,  1.93it/s]
 41%|████      | 160/391 [01:24<02:05,  1.85it/s]
 41%|████      | 161/391 [01:24<01:57,  1.95it/s]
 41%|████▏     | 162/391 [01:25<01:53,  2.03it/s]
 42%|████▏     | 163/391 [01:25<01:48,  2.09it/s]
 42%|████▏     | 164/391 [01:26<01:44,  2.17it/s]
 42%|████▏     | 165/391 [01:27<02:11,  1.72it/s]
 42%|████▏     | 166/391 [01:27<02:17,  1.63it/s]
 43%|████▎     | 167/391 [01:28<02:04,  1.80it/s]
 43%|████▎     | 168/391 [01:28<02:11,  1.70it/s]
 43%|████▎     | 169/391 [01:29<01:55,  1.92it/s]
 43%|████▎     | 170/391 [01:29<02:06,  1.75it/s]
 44%|████▎     | 171/391 [01:30<02:13,  1.64it/s]
 44%|████▍     | 172/391 [01:31<02:07,  1.71it/s]
 44%|████▍     | 173/391 [01:32<02:21,  1.54it/s]
 45%|████▍     | 174/391 [01:32<02:20,  1.54it/s]
 45%|████▍     | 175/391 [01:33<02:11,  1.64it/s]
 45%|████▌     | 176/391 [01:34<02:28,  1.45it/s]
 45%|████▌     | 177/391 [01:34<02:22,  1.50it/s]
 46%|████▌     | 178/391 [01:35<02:29,  1.42it/s]
 46%|████▌     | 179/391 [01:36<02:30,  1.41it/s]
 46%|████▌     | 180/391 [01:36<02:20,  1.50it/s]
 46%|████▋     | 181/391 [01:37<02:11,  1.60it/s]
 47%|████▋     | 182/391 [01:37<02:09,  1.62it/s]
 47%|████▋     | 183/391 [01:38<02:10,  1.60it/s]
 47%|████▋     | 184/391 [01:39<02:07,  1.62it/s]
 47%|████▋     | 185/391 [01:39<02:03,  1.66it/s]
 48%|████▊     | 186/391 [01:40<02:05,  1.63it/s]
 48%|████▊     | 187/391 [01:40<01:59,  1.70it/s]
 48%|████▊     | 188/391 [01:41<02:26,  1.39it/s]
 48%|████▊     | 189/391 [01:42<02:22,  1.41it/s]
 49%|████▊     | 190/391 [01:43<02:11,  1.53it/s]
 49%|████▉     | 191/391 [01:43<02:08,  1.56it/s]
 49%|████▉     | 192/391 [01:44<02:08,  1.55it/s]
 49%|████▉     | 193/391 [01:44<01:59,  1.65it/s]
 50%|████▉     | 194/391 [01:45<01:47,  1.83it/s]
 50%|████▉     | 195/391 [01:45<01:38,  2.00it/s]
 50%|█████     | 196/391 [01:46<01:35,  2.05it/s]
 50%|█████     | 197/391 [01:46<01:39,  1.95it/s]
 51%|█████     | 198/391 [01:47<01:32,  2.08it/s]
 51%|█████     | 199/391 [01:47<01:27,  2.20it/s]
 51%|█████     | 200/391 [01:47<01:18,  2.44it/s]
 51%|█████▏    | 201/391 [01:48<01:21,  2.32it/s]
 52%|█████▏    | 202/391 [01:48<01:18,  2.40it/s]
 52%|█████▏    | 203/391 [01:48<01:11,  2.63it/s]
 52%|█████▏    | 204/391 [01:49<01:10,  2.64it/s]
 52%|█████▏    | 205/391 [01:49<01:09,  2.67it/s]
 53%|█████▎    | 206/391 [01:49<01:02,  2.94it/s]
 53%|█████▎    | 207/391 [01:50<01:07,  2.74it/s]
 53%|█████▎    | 208/391 [01:50<01:04,  2.83it/s]
 53%|█████▎    | 209/391 [01:50<00:57,  3.18it/s]
 54%|█████▎    | 210/391 [01:51<01:00,  2.97it/s]
 54%|█████▍    | 211/391 [01:51<01:06,  2.70it/s]
 54%|█████▍    | 212/391 [01:52<01:04,  2.78it/s]
 54%|█████▍    | 213/391 [01:52<01:02,  2.85it/s]
 55%|█████▍    | 214/391 [01:52<00:57,  3.09it/s]
 55%|█████▍    | 215/391 [01:52<00:54,  3.21it/s]
 55%|█████▌    | 216/391 [01:53<01:08,  2.56it/s]
 55%|█████▌    | 217/391 [01:53<01:07,  2.57it/s]
 56%|█████▌    | 218/391 [01:54<01:02,  2.75it/s]
 56%|█████▌    | 219/391 [01:54<00:57,  2.99it/s]
 56%|█████▋    | 220/391 [01:54<00:56,  3.05it/s]
 57%|█████▋    | 221/391 [01:55<00:56,  2.98it/s]
 57%|█████▋    | 222/391 [01:55<00:58,  2.90it/s]
 57%|█████▋    | 223/391 [01:55<01:01,  2.73it/s]
 57%|█████▋    | 224/391 [01:56<01:03,  2.61it/s]
 58%|█████▊    | 225/391 [01:56<00:57,  2.87it/s]
 58%|█████▊    | 226/391 [01:56<00:53,  3.06it/s]
 58%|█████▊    | 227/391 [01:57<00:57,  2.88it/s]
 58%|█████▊    | 228/391 [01:57<00:57,  2.82it/s]
 59%|█████▊    | 229/391 [01:57<00:51,  3.16it/s]
 59%|█████▉    | 230/391 [01:58<00:57,  2.80it/s]
 59%|█████▉    | 231/391 [01:58<00:51,  3.13it/s]
 59%|█████▉    | 232/391 [01:59<00:56,  2.80it/s]
 60%|█████▉    | 233/391 [01:59<00:58,  2.70it/s]
 60%|█████▉    | 234/391 [01:59<01:04,  2.42it/s]
 60%|██████    | 235/391 [02:00<01:06,  2.36it/s]
 60%|██████    | 236/391 [02:00<00:59,  2.61it/s]
 61%|██████    | 237/391 [02:01<01:03,  2.42it/s]
 61%|██████    | 238/391 [02:01<01:20,  1.89it/s]
 61%|██████    | 239/391 [02:02<01:26,  1.75it/s]
 61%|██████▏   | 240/391 [02:03<01:16,  1.98it/s]
 62%|██████▏   | 241/391 [02:03<01:06,  2.26it/s]
 62%|██████▏   | 242/391 [02:03<00:54,  2.71it/s]
 62%|██████▏   | 243/391 [02:03<00:50,  2.94it/s]
 62%|██████▏   | 244/391 [02:04<00:48,  3.01it/s]
 63%|██████▎   | 245/391 [02:04<00:45,  3.18it/s]
 63%|██████▎   | 246/391 [02:04<00:45,  3.21it/s]
 63%|██████▎   | 247/391 [02:05<00:47,  3.02it/s]
 63%|██████▎   | 248/391 [02:05<00:45,  3.14it/s]
 64%|██████▎   | 249/391 [02:05<00:48,  2.94it/s]
 64%|██████▍   | 250/391 [02:06<00:46,  3.01it/s]
 64%|██████▍   | 251/391 [02:06<00:40,  3.49it/s]
 64%|██████▍   | 252/391 [02:06<00:41,  3.39it/s]
 65%|██████▍   | 253/391 [02:06<00:42,  3.28it/s]
 65%|██████▍   | 254/391 [02:07<00:41,  3.29it/s]
 65%|██████▌   | 255/391 [02:07<00:38,  3.52it/s]
 65%|██████▌   | 256/391 [02:07<00:39,  3.39it/s]
 66%|██████▌   | 257/391 [02:07<00:36,  3.63it/s]
 66%|██████▌   | 258/391 [02:08<00:43,  3.03it/s]
 66%|██████▌   | 259/391 [02:08<00:47,  2.81it/s]
 66%|██████▋   | 260/391 [02:09<00:50,  2.61it/s]
 67%|██████▋   | 261/391 [02:09<00:49,  2.63it/s]
 67%|██████▋   | 262/391 [02:09<00:46,  2.75it/s]
 67%|██████▋   | 263/391 [02:10<00:54,  2.36it/s]
 68%|██████▊   | 264/391 [02:10<00:48,  2.65it/s]
 68%|██████▊   | 265/391 [02:11<00:51,  2.46it/s]
 68%|██████▊   | 266/391 [02:11<00:51,  2.42it/s]
 68%|██████▊   | 267/391 [02:12<00:56,  2.21it/s]
 69%|██████▊   | 268/391 [02:12<01:03,  1.95it/s]
 69%|██████▉   | 269/391 [02:13<00:55,  2.21it/s]
 69%|██████▉   | 270/391 [02:13<00:55,  2.18it/s]
 69%|██████▉   | 271/391 [02:13<00:48,  2.45it/s]
 70%|██████▉   | 272/391 [02:14<00:45,  2.59it/s]
 70%|██████▉   | 273/391 [02:14<00:43,  2.70it/s]
 70%|███████   | 274/391 [02:14<00:40,  2.91it/s]
 70%|███████   | 275/391 [02:15<00:38,  3.04it/s]
 71%|███████   | 276/391 [02:15<00:40,  2.87it/s]
 71%|███████   | 277/391 [02:15<00:36,  3.17it/s]
 71%|███████   | 278/391 [02:16<00:41,  2.76it/s]
 71%|███████▏  | 279/391 [02:16<00:42,  2.66it/s]
 72%|███████▏  | 280/391 [02:17<00:42,  2.61it/s]
 72%|███████▏  | 281/391 [02:17<00:37,  2.91it/s]
 72%|███████▏  | 282/391 [02:17<00:38,  2.81it/s]
 72%|███████▏  | 283/391 [02:18<00:35,  3.04it/s]
 73%|███████▎  | 284/391 [02:18<00:34,  3.07it/s]
 73%|███████▎  | 285/391 [02:18<00:36,  2.87it/s]
 73%|███████▎  | 286/391 [02:19<00:35,  2.98it/s]
 73%|███████▎  | 287/391 [02:19<00:34,  3.04it/s]
 74%|███████▎  | 288/391 [02:19<00:33,  3.05it/s]
 74%|███████▍  | 289/391 [02:20<00:34,  2.94it/s]
 74%|███████▍  | 290/391 [02:20<00:32,  3.10it/s]
 74%|███████▍  | 291/391 [02:20<00:34,  2.93it/s]
 75%|███████▍  | 292/391 [02:21<00:31,  3.12it/s]
 75%|███████▍  | 293/391 [02:21<00:29,  3.27it/s]
 75%|███████▌  | 294/391 [02:21<00:26,  3.71it/s]
 75%|███████▌  | 295/391 [02:21<00:28,  3.35it/s]
 76%|███████▌  | 296/391 [02:22<00:35,  2.65it/s]
 76%|███████▌  | 297/391 [02:22<00:32,  2.90it/s]
 76%|███████▌  | 298/391 [02:22<00:30,  3.09it/s]
 76%|███████▋  | 299/391 [02:23<00:26,  3.42it/s]
 77%|███████▋  | 300/391 [02:23<00:26,  3.39it/s]
 77%|███████▋  | 301/391 [02:23<00:24,  3.61it/s]
 77%|███████▋  | 302/391 [02:23<00:25,  3.55it/s]
 77%|███████▋  | 303/391 [02:24<00:23,  3.74it/s]
 78%|███████▊  | 304/391 [02:24<00:26,  3.27it/s]
 78%|███████▊  | 305/391 [02:25<00:29,  2.94it/s]
 78%|███████▊  | 306/391 [02:25<00:29,  2.92it/s]
 79%|███████▊  | 307/391 [02:25<00:27,  3.03it/s]
 79%|███████▉  | 308/391 [02:25<00:24,  3.38it/s]
 79%|███████▉  | 309/391 [02:26<00:24,  3.41it/s]
 79%|███████▉  | 310/391 [02:26<00:24,  3.33it/s]
 80%|███████▉  | 311/391 [02:26<00:25,  3.18it/s]
 80%|███████▉  | 312/391 [02:27<00:27,  2.90it/s]
 80%|████████  | 313/391 [02:27<00:26,  2.99it/s]
 80%|████████  | 314/391 [02:27<00:26,  2.96it/s]
 81%|████████  | 315/391 [02:28<00:24,  3.12it/s]
 81%|████████  | 316/391 [02:28<00:22,  3.34it/s]
 81%|████████  | 317/391 [02:28<00:21,  3.42it/s]
 81%|████████▏ | 318/391 [02:29<00:24,  2.93it/s]
 82%|████████▏ | 319/391 [02:29<00:23,  3.10it/s]
 82%|████████▏ | 320/391 [02:29<00:26,  2.69it/s]
 82%|████████▏ | 321/391 [02:30<00:25,  2.77it/s]
 82%|████████▏ | 322/391 [02:30<00:24,  2.82it/s]
 83%|████████▎ | 323/391 [02:30<00:23,  2.85it/s]
 83%|████████▎ | 324/391 [02:31<00:22,  2.94it/s]
 83%|████████▎ | 325/391 [02:31<00:23,  2.79it/s]
 83%|████████▎ | 326/391 [02:31<00:22,  2.92it/s]
 84%|████████▎ | 327/391 [02:32<00:23,  2.72it/s]
 84%|████████▍ | 328/391 [02:32<00:21,  2.93it/s]
 84%|████████▍ | 329/391 [02:32<00:20,  3.06it/s]
 84%|████████▍ | 330/391 [02:33<00:18,  3.39it/s]
 85%|████████▍ | 331/391 [02:33<00:16,  3.55it/s]
 85%|████████▍ | 332/391 [02:33<00:15,  3.70it/s]
 85%|████████▌ | 333/391 [02:33<00:15,  3.64it/s]
 85%|████████▌ | 334/391 [02:34<00:16,  3.51it/s]
 86%|████████▌ | 335/391 [02:34<00:16,  3.36it/s]
 86%|████████▌ | 336/391 [02:35<00:18,  2.93it/s]
 86%|████████▌ | 337/391 [02:35<00:19,  2.84it/s]
 86%|████████▋ | 338/391 [02:35<00:20,  2.61it/s]
 87%|████████▋ | 339/391 [02:36<00:22,  2.32it/s]
 87%|████████▋ | 340/391 [02:37<00:27,  1.83it/s]
 87%|████████▋ | 341/391 [02:37<00:27,  1.83it/s]
 87%|████████▋ | 342/391 [02:38<00:32,  1.51it/s]
 88%|████████▊ | 343/391 [02:39<00:32,  1.49it/s]
 88%|████████▊ | 344/391 [02:39<00:29,  1.59it/s]
 88%|████████▊ | 345/391 [02:40<00:27,  1.66it/s]
 88%|████████▊ | 346/391 [02:40<00:23,  1.88it/s]
 89%|████████▊ | 347/391 [02:41<00:20,  2.17it/s]
 89%|████████▉ | 348/391 [02:41<00:17,  2.42it/s]
 89%|████████▉ | 349/391 [02:41<00:17,  2.44it/s]
 90%|████████▉ | 350/391 [02:42<00:15,  2.68it/s]
 90%|████████▉ | 351/391 [02:42<00:14,  2.75it/s]
 90%|█████████ | 352/391 [02:42<00:13,  2.88it/s]
 90%|█████████ | 353/391 [02:43<00:13,  2.83it/s]
 91%|█████████ | 354/391 [02:43<00:12,  2.98it/s]
 91%|█████████ | 355/391 [02:43<00:13,  2.67it/s]
 91%|█████████ | 356/391 [02:44<00:12,  2.71it/s]
 91%|█████████▏| 357/391 [02:44<00:13,  2.52it/s]
 92%|█████████▏| 358/391 [02:45<00:12,  2.55it/s]
 92%|█████████▏| 359/391 [02:45<00:11,  2.77it/s]
 92%|█████████▏| 360/391 [02:46<00:14,  2.08it/s]
 92%|█████████▏| 361/391 [02:46<00:13,  2.15it/s]
 93%|█████████▎| 362/391 [02:47<00:14,  2.05it/s]
 93%|█████████▎| 363/391 [02:47<00:12,  2.19it/s]
 93%|█████████▎| 364/391 [02:47<00:11,  2.28it/s]
 93%|█████████▎| 365/391 [02:48<00:10,  2.42it/s]
 94%|█████████▎| 366/391 [02:48<00:09,  2.67it/s]
 94%|█████████▍| 367/391 [02:48<00:08,  2.76it/s]
 94%|█████████▍| 368/391 [02:49<00:08,  2.72it/s]
 94%|█████████▍| 369/391 [02:49<00:07,  2.79it/s]
 95%|█████████▍| 370/391 [02:49<00:07,  2.79it/s]
 95%|█████████▍| 371/391 [02:50<00:06,  3.03it/s]
 95%|█████████▌| 372/391 [02:50<00:06,  2.88it/s]
 95%|█████████▌| 373/391 [02:51<00:06,  2.61it/s]
 96%|█████████▌| 374/391 [02:51<00:06,  2.46it/s]
 96%|█████████▌| 375/391 [02:51<00:06,  2.42it/s]
 96%|█████████▌| 376/391 [02:52<00:05,  2.64it/s]
 96%|█████████▋| 377/391 [02:53<00:07,  1.83it/s]
 97%|█████████▋| 378/391 [02:53<00:07,  1.71it/s]
 97%|█████████▋| 379/391 [02:54<00:06,  1.81it/s]
 97%|█████████▋| 380/391 [02:54<00:05,  1.98it/s]
 97%|█████████▋| 381/391 [02:55<00:04,  2.21it/s]
 98%|█████████▊| 382/391 [02:55<00:03,  2.47it/s]
 98%|█████████▊| 383/391 [02:55<00:03,  2.47it/s]
 98%|█████████▊| 384/391 [02:56<00:02,  2.52it/s]
 98%|█████████▊| 385/391 [02:56<00:02,  2.74it/s]
 99%|█████████▊| 386/391 [02:56<00:01,  2.77it/s]
 99%|█████████▉| 387/391 [02:57<00:01,  2.63it/s]
 99%|█████████▉| 388/391 [02:57<00:01,  2.70it/s]
 99%|█████████▉| 389/391 [02:58<00:00,  2.51it/s]
100%|█████████▉| 390/391 [02:58<00:00,  2.91it/s]
100%|██████████| 391/391 [02:58<00:00,  2.87it/s]
100%|██████████| 391/391 [02:58<00:00,  2.19it/s]
Validate the model on the test set.
now 180.543496541

  0%|          | 0/10000 [00:00<?, ?it/s]
  0%|          | 14/10000 [00:00<01:35, 104.65it/s]
  1%|          | 61/10000 [00:00<00:34, 290.17it/s]
  1%|          | 93/10000 [00:00<00:36, 273.69it/s]
  1%|          | 122/10000 [00:00<00:43, 226.88it/s]
  2%|▏         | 154/10000 [00:00<00:39, 252.43it/s]
  2%|▏         | 192/10000 [00:00<00:34, 282.43it/s]
  2%|▏         | 222/10000 [00:00<00:40, 240.78it/s]
  2%|▏         | 248/10000 [00:01<00:39, 244.60it/s]
  3%|▎         | 274/10000 [00:01<00:44, 219.97it/s]
  3%|▎         | 327/10000 [00:01<00:32, 295.56it/s]
  4%|▍         | 376/10000 [00:01<00:27, 346.41it/s]
  4%|▍         | 427/10000 [00:01<00:24, 390.62it/s]
  5%|▍         | 469/10000 [00:01<00:29, 317.81it/s]
  5%|▌         | 508/10000 [00:01<00:28, 335.08it/s]
  6%|▌         | 551/10000 [00:01<00:26, 358.29it/s]
  6%|▌         | 590/10000 [00:01<00:26, 353.47it/s]
  6%|▋         | 629/10000 [00:02<00:26, 357.53it/s]
  7%|▋         | 666/10000 [00:02<00:32, 286.61it/s]
  7%|▋         | 716/10000 [00:02<00:27, 336.19it/s]
  8%|▊         | 759/10000 [00:02<00:26, 355.04it/s]
  8%|▊         | 798/10000 [00:02<00:29, 314.95it/s]
  8%|▊         | 841/10000 [00:02<00:26, 342.27it/s]
  9%|▉         | 892/10000 [00:02<00:23, 385.34it/s]
  9%|▉         | 938/10000 [00:02<00:22, 404.16it/s]
 10%|▉         | 981/10000 [00:03<00:26, 340.19it/s]
